Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009610;07.12.2020;04:14:25;Cycle          ;04.12.2018;FEY;;LION;49;14500;7200;192;2;98;98;8400;;4151;4151;1;13004;25.74;28.54;30,3;BCS1388054;3;13
009610;08.12.2020;16:19:50;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;192;2;98;98;8400;;4149;4149;1;13003;27.94;30.34;31,9;BCS1388054;3;13
009610;12.01.2021;04:17:40;Charge to 90% ;04.12.2018;FEY;;LION;49;14500;7200;192;2;96;97;8400;;4134;4134;1;13019;23.14;24.34;23,6;BCS1388054;6;15
009610;12.01.2021;05:00:55;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;2;90;90;8400;3000;4063;4063;1;13012;26.74;30.44;31,2;BCS1388054;6;15
009610;12.01.2021;05:21:57;Cycle         ;04.12.2018;FEY;;LION;49;14500;7200;192;2;90;90;8400;3000;4067;4067;1;13014;26.94;29.24;30,4;BCS1388054;6;15
009610;13.01.2021;08:31:18;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;3;96;100;8400;;4156;4155;1;13015;27.04;29.24;31,1;BCS1388054;6;15
009610;21.02.2021;13:44:56;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;3;72;75;8400;3000;3900;3900;1;12996;23.04;22.74;27,7;BCS1388054;5;13
009610;21.02.2021;19:31:36;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;3;97;100;8400;;4153;4153;1;12993;27.24;28.34;30,6;BCS1388054;5;13
009610;06.04.2021;08:39:03;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4130;4130;1;12998;21.34;25.34;28,1;BCS1388054;4;3
009610;06.04.2021;08:39:53;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4130;4130;1;12997;21.44;25.94;28,4;BCS1388054;4;3
009610;08.04.2021;07:58:12;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4130;4130;1;12999;25.34;22.74;26,3;BCS1388054;4;3
009610;08.04.2021;07:59:34;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4129;4129;1;12979;25.34;26.34;26,7;BCS1388054;4;3
009610;08.04.2021;10:36:07;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4129;4129;1;12997;25.54;26.44;28,5;BCS1388054;4;3
009610;08.04.2021;10:37:03;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;3;95;99;8400;;4130;4130;1;12974;25.54;27.04;29,0;BCS1388054;4;3
009610;18.04.2021;08:34:04;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;3;95;98;8400;;4126;4126;1;12996;26.24;27.34;27,9;BCS1388054;4;3
009610;18.04.2021;08:34:10;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;3;95;98;8400;;4126;4126;1;12996;26.24;27.34;28,1;BCS1388054;4;3
009610;04.08.2021;07:24:46;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;3;92;96;8400;;4096;4096;1;12992;30.34;31.04;31,5;BCS1388054;4;3
009610;04.08.2021;07:25:30;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;3;92;96;8400;;4096;4096;1;12970;30.34;31.64;31,7;BCS1388054;4;3
009610;22.08.2021;11:37:17;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;3;92;96;8400;;4091;4091;1;12995;22.64;28.44;31,9;BCS1388054;6;4
009610;22.08.2021;11:37:57;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;3;92;96;8400;;4091;4091;1;12873;22.74;28.74;32,0;BCS1388054;6;4
009610;14.10.2021;12:39:57;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;3;85;88;8400;3000;4008;4009;1;13001;24.84;26.64;27,9;BCS1388054;2;8
009610;14.10.2021;12:41:24;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;3;85;88;8400;3000;4094;4056;1;12581;24.94;29.74;28,2;BCS1388054;2;8
009610;01.11.2021;09:52:10;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;4;82;85;8400;3000;3978;3978;1;13002;24.44;24.44;26,4;BCS1388054;3;2
009610;01.11.2021;09:53:26;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;128;4;82;85;8400;3000;4075;4028;1;12617;24.44;27.94;27,1;BCS1388054;3;2
009610;01.11.2021;10:02:09;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;4;82;85;8400;3000;3980;3981;1;12996;24.74;27.34;29,5;BCS1388054;3;2
009610;01.11.2021;10:03:20;Stop           ;04.12.2018;FEY;;LION;49;14500;7200;128;4;82;85;8400;3000;4076;4031;1;12617;24.84;29.74;29,5;BCS1388054;3;2
009610;28.12.2021;09:01:33;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;4;46;48;8400;3000;3638;3639;1;12999;23.74;24.94;25,4;BCS1388054;5;7
009610;28.12.2021;09:02:46;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;4;46;48;8400;3000;3724;3679;1;12655;23.74;27.94;26,0;BCS1388054;5;7
009610;07.02.2022;08:50:37;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;4;47;48;8400;3000;3633;3634;1;13037;22.24;21.34;25,0;BCS1388054;7;16
