Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009513;01.11.2021;10:02:24;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;52;54;8400;3000;3675;3676;1;13008;25.94;28.84;29,5;BCS1388054;6;15
009513;01.11.2021;10:03:07;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;52;54;8400;3000;3758;3710;1;12624;26.04;30.54;29,3;BCS1388054;6;15
009513;01.11.2021;10:27:30;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;52;54;8400;3000;3676;3677;1;13011;26.24;27.34;27,8;BCS1388054;6;15
009513;01.11.2021;10:29:18;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;52;54;8400;3000;3766;3719;1;12618;26.24;31.54;28,6;BCS1388054;6;15
009513;01.11.2021;10:32:43;Charge to 60% ;04.12.2018;FEY;;LION;49;14500;7200;192;5;52;54;8400;3000;3680;3681;1;13008;26.34;23.84;29,7;BCS1388054;6;15
009513;01.11.2021;14:25:59;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;192;5;58;60;8400;3000;3734;3734;1;13008;28.34;30.74;32,6;BCS1388054;6;15
009513;09.02.2022;08:17:09;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;54;56;8400;3000;3698;3699;1;13007;22.54;21.74;23,3;BCS1388054;5;6
009513;09.02.2022;13:56:40;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;98;100;8400;;4151;4151;1;13000;24.24;23.94;29,9;BCS1388054;5;6
009513;14.03.2022;12:14:39;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4128;4128;1;12989;24.34;25.74;27,7;BCS1388054;2;18
009513;14.03.2022;12:15:13;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4128;4127;1;12986;24.34;25.84;27,9;BCS1388054;2;18
009513;14.03.2022;12:17:51;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4128;4127;1;12985;24.44;26.14;29,2;BCS1388054;2;18
009513;14.03.2022;12:18:32;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4128;4127;1;12985;24.44;26.14;29,5;BCS1388054;2;18
009513;14.03.2022;12:19:02;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4129;4128;1;12984;24.44;26.24;29,5;BCS1388054;2;18
009513;14.03.2022;12:19:06;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;224;5;96;99;8400;;4129;4128;1;12985;24.44;26.14;29,6;BCS1388054;2;18
009513;29.03.2022;08:21:11;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;44;46;8400;3000;3629;3629;1;12994;24.64;25.14;25,8;BCS1388054;1;1
009513;29.03.2022;08:21:52;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;44;46;8400;3000;3688;3655;1;12704;24.74;26.74;26,0;BCS1388054;1;1
009513;29.03.2022;08:22:01;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;128;5;44;46;8400;3000;3633;3636;1;12993;24.74;27.04;26,1;BCS1388054;1;1
009513;29.03.2022;08:22:51;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;44;46;8400;3000;3716;3668;1;12708;24.74;28.44;26,6;BCS1388054;1;1
009513;17.05.2022;08:54:30;Normalcharge  ;04.12.2018;FEY;;LION;49;14500;7200;192;5;44;46;8400;3000;3624;3624;1;13004;28.44;30.14;31,0;BCS1388054;6;11
009513;17.05.2022;13:41:44;Stop          ;04.12.2018;FEY;;LION;49;14500;7200;128;5;97;100;8400;3000;4180;4166;1;12930;33.24;35.24;33,9;BCS1388054;6;11
