Serialnumber ; Date ; Time ; Action ; Date of Manufacture ; Manufacturer ; Battery Name ; Device-Chemistry ; Specification-Info ; Design-Capacity [mAh] ; Design-Voltage [mV] ; Battery Status ; Cycle Count ; SOC [%] ; Relativ SOC[%] ; Desired Voltage [mV]; Desired Current [mA]; Cell Voltage 1 [mV] ; Cell Voltage 2 [mV] ; Max_Error [%] ; Busvoltage[mV] ; Battery Temperature [°C] ; Charger Temperature [°C] ; Batterysystem ; Case ; PLace
009807;25.08.2021;08:15:19;Charge to 60% ;03.12.2018;FEY;;LION;49;14500;7200;192;4;54;54;8400;3000;3699;3699;1;12986;30.14;32.44;33,5;BCS1388054;2;17
009807;25.08.2021;10:43:17;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;192;4;59;60;8400;3000;3782;3782;1;12985;32.64;34.94;36,4;BCS1388054;2;17
009807;01.11.2021;09:52:14;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;57;58;8400;3000;3732;3732;1;13004;25.64;26.04;26,3;BCS1388054;2;1
009807;01.11.2021;09:53:17;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;4;57;58;8400;3000;3822;3775;1;12530;25.64;28.84;26,8;BCS1388054;2;1
009807;01.11.2021;10:02:05;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;57;58;8400;3000;3735;3735;1;12996;25.74;28.04;29,5;BCS1388054;2;1
009807;01.11.2021;10:03:24;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;4;58;58;8400;3000;3828;3781;1;12532;25.84;30.64;29,3;BCS1388054;2;1
009807;01.11.2021;10:18:10;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;58;58;8400;3000;3739;3740;1;12997;25.94;27.14;28,4;BCS1388054;2;1
009807;01.11.2021;10:18:47;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;4;58;58;8400;3000;3794;3765;1;12606;25.94;28.44;28,2;BCS1388054;2;1
009807;01.11.2021;10:28:53;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;58;58;8400;3000;3740;3741;1;12997;26.04;27.54;28,2;BCS1388054;2;1
009807;01.11.2021;10:29:00;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;192;4;58;58;8400;3000;3740;3741;1;12984;26.04;27.64;28,4;BCS1388054;2;1
009807;01.11.2021;11:53:39;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;192;4;59;60;8400;3000;3777;3777;1;12996;27.74;30.14;32,5;BCS1388054;2;1
009807;07.02.2022;08:50:52;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;4;57;57;8400;3000;3725;3725;1;13013;21.94;22.54;25,0;BCS1388054;5;4
009807;07.02.2022;13:22:36;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;224;4;100;100;8400;;4159;4158;1;13008;26.64;26.84;28,5;BCS1388054;5;4
009807;14.03.2022;12:14:30;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;224;4;98;99;8400;;4131;4130;1;13015;23.84;24.14;27,5;BCS1388054;4;18
009807;14.03.2022;12:18:42;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;224;4;98;99;8400;;4131;4130;1;12833;23.94;24.74;29,5;BCS1388054;4;18
009807;29.03.2022;08:20:58;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;192;5;73;75;8400;3000;3890;3889;1;13006;24.54;25.04;25,7;BCS1388054;4;6
009807;29.03.2022;08:21:36;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;5;73;75;8400;3000;3947;3915;1;12715;24.54;26.14;26,0;BCS1388054;4;6
009807;29.03.2022;08:22:11;Normalcharge  ;03.12.2018;FEY;;LION;49;14500;7200;128;5;73;75;8400;3000;3892;3894;1;13003;24.54;25.54;26,3;BCS1388054;4;6
009807;29.03.2022;08:22:29;Stop          ;03.12.2018;FEY;;LION;49;14500;7200;128;5;73;75;8400;3000;3910;3898;1;12897;24.54;25.94;26,4;BCS1388054;4;6
